plot_code,image_array,country_code,survey_date,altitude,longitude,latitude,tsu_id,plot_id,country_name,sign_of_erosion,srf_salt,srf_crust,crsfrgab,srf_stone,lndform,slope_class,bare_soil,main_land_use,life_forms,crop_type,field_size,field_distribution_pattern,ploughing_sign,ploughing_direction,tillage_mode,input_crop_residue,input_green_manure,input_animal_manure,input_inorganic,water_supply,grazing_sign_present,grazing_sign_infrastructure,grazing_sign_droppings,grazing_sign_grass,overgrazing_sign_bare,overgrazing_sign_dung,overgrazing_sign_deforest
KE049-2-1,"[[[167 199 229]
  [172 196 223]
  [169 189 217]
  ...
  [230 230 232]
  [226 224 227]
  [223 221 224]]

 [[170 199 228]
  [181 201 225]
  [199 213 236]
  ...
  [226 226 228]
  [223 221 224]
  [224 222 225]]

 [[175 199 223]
  [203 216 234]
  [221 227 240]
  ...
  [225 225 227]
  [226 224 227]
  [230 228 231]]

 ...

 [[ 88  55  34]
  [104  70  47]
  [131  98  72]
  ...
  [ 69  45  32]
  [ 72  47  32]
  [ 87  63  47]]

 [[ 95  60  39]
  [129  94  72]
  [128  94  69]
  ...
  [ 69  47  35]
  [ 57  36  20]
  [ 77  57  40]]

 [[117  82  59]
  [131  96  73]
  [117  82  58]
  ...
  [ 71  49  38]
  [ 67  48  33]
  [ 68  50  34]]]",KE,2023/08/07,1658,34.8111186,0.089561,952801801701601,6125,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE049-1-1,"[[[ 61  64  47]
  [ 54  63  46]
  [ 42  50  35]
  ...
  [ 55  62  44]
  [ 58  67  50]
  [ 51  60  44]]

 [[ 80  82  66]
  [ 53  62  45]
  [ 40  49  34]
  ...
  [ 54  60  44]
  [ 53  61  45]
  [ 60  68  53]]

 [[ 81  84  67]
  [ 45  54  36]
  [ 35  43  28]
  ...
  [ 57  64  49]
  [ 65  71  57]
  [ 61  68  54]]

 ...

 [[112 136   9]
  [ 95 109  14]
  [110 119  23]
  ...
  [109 120  30]
  [ 83 100  20]
  [ 98 117  23]]

 [[123 146   6]
  [142 156  33]
  [126 134  38]
  ...
  [109 120  30]
  [ 71  87  13]
  [105 124  40]]

 [[147 165  27]
  [146 157  32]
  [134 140  39]
  ...
  [105 115  29]
  [ 71  86  17]
  [ 69  87  10]]]",KE,2023/08/07,1672,34.8074276,0.0931909,952801801201201,6126,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Shrub,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),Yes,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE049-3-1,"[[[ 68  71  26]
  [ 73  85  30]
  [ 67  78  27]
  ...
  [ 72  79  69]
  [ 78  78  75]
  [ 62  61  65]]

 [[ 94 100  53]
  [ 70  82  33]
  [ 72  84  34]
  ...
  [ 55  60  54]
  [ 73  73  75]
  [117 118 125]]

 [[ 87  97  47]
  [ 61  74  34]
  [ 65  79  36]
  ...
  [ 70  74  73]
  [164 169 175]
  [170 175 185]]

 ...

 [[133 111  43]
  [196 183 103]
  [172 148  87]
  ...
  [ 70  19   9]
  [ 78  19   9]
  [126  33  25]]

 [[136 113  47]
  [143 127  56]
  [167 144  74]
  ...
  [ 73  20   9]
  [ 88  23  12]
  [130  37  25]]

 [[164 141  71]
  [124 106  38]
  [170 150  70]
  ...
  [ 75  22  11]
  [ 95  28  15]
  [124  32  18]]]",KE,2023/08/07,1623,34.8104064,0.1028433,952801800201501,6127,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Fodder plants,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE063-4-1,"[[[ 64  78  91]
  [ 59  73  86]
  [ 63  77  90]
  ...
  [ 24  42  25]
  [ 25  39  27]
  [ 12  23  15]]

 [[ 56  70  83]
  [ 48  62  75]
  [ 53  67  80]
  ...
  [ 19  36  20]
  [ 16  30  17]
  [ 11  23  12]]

 [[ 64  79  92]
  [ 61  76  89]
  [ 57  72  85]
  ...
  [ 18  32  19]
  [  8  19   9]
  [ 13  24  14]]

 ...

 [[ 94  73  49]
  [109  89  70]
  [135 116  95]
  ...
  [234 224 201]
  [177 156 130]
  [140 109  81]]

 [[ 85  59  38]
  [169 151 134]
  [100  83  67]
  ...
  [184 170 147]
  [197 178 150]
  [143 116  82]]

 [[ 94  70  49]
  [138 125 108]
  [123 111  97]
  ...
  [124 107  85]
  [140 123 100]
  [204 184 150]]]",KE,2023/09/29,2007,35.62248,-0.9258333,978188400701701,7245,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE018-3-1,"[[[ 83 163 225]
  [ 47 122 179]
  [ 74 151 210]
  ...
  [ 46 141 209]
  [ 46 140 209]
  [ 46 139 208]]

 [[ 87 167 230]
  [ 53 128 186]
  [ 65 142 202]
  ...
  [ 48 142 210]
  [ 48 141 209]
  [ 46 139 208]]

 [[ 82 163 224]
  [ 72 150 210]
  [ 68 147 206]
  ...
  [ 49 142 211]
  [ 49 142 211]
  [ 47 140 209]]

 ...

 [[  6   4   8]
  [ 13  12   9]
  [ 16  13  10]
  ...
  [139  92  64]
  [149 103  72]
  [151 105  72]]

 [[  7   3   3]
  [  7   3   0]
  [  9   3   1]
  ...
  [139  92  64]
  [142  95  64]
  [149 103  70]]

 [[ 16   9   8]
  [ 16   8   6]
  [ 12   5   3]
  ...
  [146 101  70]
  [140  95  65]
  [151 106  74]]]",KE,2023/09/25,1044,37.7369693,-3.0733304,1031190801700401,7274,Kenya,No,No,No,Few (2-5%),Stones (6 - 20 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Vegetables,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,Yes,Yes,Irrigated,No,No,No,No,No,No,No
KE018-4-1,"[[[ 29 143 213]
  [ 32 146 216]
  [ 34 148 218]
  ...
  [ 47 145 216]
  [ 47 145 218]
  [ 46 144 217]]

 [[ 30 144 214]
  [ 32 146 216]
  [ 34 148 218]
  ...
  [ 50 148 219]
  [ 48 146 218]
  [ 46 144 217]]

 [[ 31 145 215]
  [ 34 148 218]
  [ 36 150 220]
  ...
  [ 49 147 218]
  [ 48 146 217]
  [ 47 145 216]]

 ...

 [[146 114  76]
  [148 131  89]
  [144 122  81]
  ...
  [ 20  11   8]
  [104  74  58]
  [133  93  69]]

 [[144 110  73]
  [145 128  85]
  [145 130  86]
  ...
  [ 53  40  33]
  [112  82  66]
  [111  74  52]]

 [[149 112  75]
  [146 127  82]
  [145 141  94]
  ...
  [ 43  30  23]
  [ 81  56  47]
  [114  82  60]]]",KE,2023/09/25,1014,37.7437899,-3.0758013,1031190802001201,7275,Kenya,No,No,Yes,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,Yes,Yes,Irrigated,No,No,No,No,No,No,No
KE017-4-1,"[[[206 221 240]
  [207 222 241]
  [208 223 242]
  ...
  [190 206 231]
  [189 205 228]
  [189 205 227]]

 [[206 221 240]
  [207 222 241]
  [207 222 241]
  ...
  [189 205 230]
  [188 204 228]
  [188 205 226]]

 [[205 220 239]
  [206 221 240]
  [206 221 240]
  ...
  [189 205 230]
  [188 204 227]
  [187 204 225]]

 ...

 [[ 57  49  45]
  [ 68  56  57]
  [ 58  42  40]
  ...
  [ 98  71  62]
  [ 99  69  59]
  [101  71  61]]

 [[ 56  46  45]
  [ 57  45  46]
  [ 62  46  42]
  ...
  [ 86  58  48]
  [ 92  64  53]
  [ 95  65  55]]

 [[ 66  52  51]
  [ 73  57  54]
  [ 90  72  65]
  ...
  [107  76  64]
  [100  72  61]
  [ 87  59  50]]]",KE,2023/09/27,1627,37.3577904,-2.8538306,1025845101300701,7279,Kenya,Yes,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,No,Yes,Rainfed ,No,No,Yes,No,No,No,No
KE017-1-1,"[[[191 211 235]
  [192 212 236]
  [190 210 236]
  ...
  [199 218 242]
  [198 218 243]
  [196 216 240]]

 [[191 211 235]
  [192 212 236]
  [189 208 234]
  ...
  [196 216 240]
  [196 216 240]
  [195 215 239]]

 [[189 209 233]
  [190 210 235]
  [187 206 232]
  ...
  [192 214 238]
  [193 214 239]
  [195 215 240]]

 ...

 [[ 97  73  65]
  [113  85  75]
  [124  91  79]
  ...
  [ 92  65  54]
  [ 83  55  49]
  [107  77  72]]

 [[ 66  44  35]
  [ 94  65  55]
  [108  73  61]
  ...
  [106  82  72]
  [ 87  65  60]
  [ 75  53  49]]

 [[100  72  62]
  [108  77  64]
  [111  81  70]
  ...
  [ 99  75  65]
  [ 96  73  66]
  [ 93  70  64]]]",KE,2023/09/27,1624,37.3580768,-2.8525148,1025845101200701,7280,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE017-2-1,"[[[152 191 230]
  [133 185 233]
  [126 185 234]
  ...
  [106 173 224]
  [109 172 225]
  [109 170 224]]

 [[154 189 226]
  [131 181 227]
  [128 183 231]
  ...
  [107 174 225]
  [109 172 225]
  [109 170 224]]

 [[169 202 233]
  [142 187 229]
  [135 184 231]
  ...
  [109 174 227]
  [110 172 226]
  [109 170 224]]

 ...

 [[108  72  58]
  [105  69  55]
  [101  65  51]
  ...
  [124  88  76]
  [133  98  86]
  [118  85  72]]

 [[108  72  58]
  [111  75  59]
  [109  73  58]
  ...
  [115  78  65]
  [111  77  64]
  [138 106  92]]

 [[113  78  61]
  [119  80  61]
  [116  79  61]
  ...
  [121  82  68]
  [118  79  66]
  [106  72  58]]]",KE,2023/09/27,1614,37.356504,-2.8508845,1025845101000601,7281,Kenya,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE017-3-1,"[[[177 197 221]
  [182 202 226]
  [184 204 228]
  ...
  [216 232 250]
  [213 230 248]
  [212 229 245]]

 [[174 194 218]
  [176 196 220]
  [179 199 223]
  ...
  [212 229 247]
  [210 227 245]
  [208 226 243]]

 [[172 192 216]
  [172 192 216]
  [176 196 220]
  ...
  [206 223 243]
  [204 222 242]
  [204 222 240]]

 ...

 [[108  88  81]
  [ 89  69  62]
  [ 81  62  55]
  ...
  [ 73  51  45]
  [ 78  58  53]
  [ 66  46  44]]

 [[ 67  47  40]
  [ 60  40  33]
  [ 71  51  44]
  ...
  [ 83  61  56]
  [ 66  46  41]
  [ 72  52  50]]

 [[ 80  58  50]
  [ 71  51  44]
  [ 86  67  61]
  ...
  [ 81  60  58]
  [ 64  46  43]
  [ 70  52  51]]]",KE,2023/09/27,1589,37.3605569,-2.8464917,1025845100501001,7282,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,Yes,Yes,Rainfed ,No,No,Yes,No,No,No,No
KE085-1-1,"[[[185 190 210]
  [186 191 211]
  [187 192 212]
  ...
  [209 218 236]
  [213 217 237]
  [213 216 237]]

 [[184 189 209]
  [185 190 210]
  [186 191 211]
  ...
  [207 215 235]
  [209 217 236]
  [207 216 235]]

 [[181 186 206]
  [181 186 206]
  [183 188 208]
  ...
  [202 210 234]
  [202 215 234]
  [200 214 231]]

 ...

 [[ 79  97  51]
  [ 86  99  59]
  [ 79  77  47]
  ...
  [114 132 106]
  [ 79  95  65]
  [ 63  76  51]]

 [[ 81  94  51]
  [ 83  87  51]
  [ 80  76  45]
  ...
  [ 76  90  68]
  [ 77  88  62]
  [ 56  67  45]]

 [[ 75  92  38]
  [ 93 106  53]
  [ 78  89  42]
  ...
  [ 57  64  43]
  [ 86  78  61]
  [ 67  79  54]]]",KE,2023/09/29,1346,37.1085142,-2.0455727,1005805301300101,7289,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),Yes,No,Yes,Yes,Irrigated,No,No,No,No,No,No,No
KE062-3-1,"[[[ 46  48  61]
  [124 136 148]
  [129 151 155]
  ...
  [100 122 117]
  [ 92 113 106]
  [ 93 115 106]]

 [[ 42  46  54]
  [ 80  92  99]
  [ 69  89  90]
  ...
  [ 77 100  89]
  [ 75  97  89]
  [ 78 101  95]]

 [[ 28  35  36]
  [ 29  39  38]
  [  9  26  23]
  ...
  [ 89 110  95]
  [102 126 118]
  [ 89 112 110]]

 ...

 [[121 160 115]
  [126 171 116]
  [108 147  94]
  ...
  [134 132 114]
  [127 116 109]
  [ 71  46  47]]

 [[144 187 140]
  [110 157 103]
  [ 80 112  61]
  ...
  [160 175 141]
  [151 160 140]
  [ 74  60  53]]

 [[126 167 116]
  [106 150  98]
  [ 94 116  71]
  ...
  [109 126  87]
  [ 79  91  61]
  [ 88  78  59]]]",KE,2024/02/13,1493,34.6205037,-0.8289989,975511101900201,12186,Kenya,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,Yes,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE062-4-1,"[[[ 27  30  24]
  [ 30  33  27]
  [ 32  34  28]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 33  37  27]
  [ 32  35  27]
  [ 30  32  29]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 36  39  26]
  [ 31  33  26]
  [ 26  28  25]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 24  31  16]
  [ 30  31  22]
  [ 35  36  23]
  ...
  [ 51  45  39]
  [ 68  61  55]
  [ 52  45  36]]

 [[ 30  39  23]
  [ 29  33  22]
  [ 27  34  19]
  ...
  [ 42  39  31]
  [ 46  39  30]
  [ 47  40  29]]

 [[ 31  38  23]
  [ 28  31  21]
  [ 24  32  17]
  ...
  [ 54  50  38]
  [ 53  47  33]
  [ 49  44  27]]]",KE,2024/02/13,1451,34.6228761,-0.818922,975511100800501,12187,Kenya,No,No,No,Very few (0-2%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE060-4-1,"[[[163 214 221]
  [150 157 175]
  [255 255 255]
  ...
  [254 255 255]
  [253 255 254]
  [253 255 254]]

 [[161 208 218]
  [151 159 178]
  [245 249 249]
  ...
  [253 255 254]
  [253 255 254]
  [253 255 254]]

 [[149 193 211]
  [148 158 179]
  [210 221 222]
  ...
  [252 254 253]
  [253 255 254]
  [253 255 254]]

 ...

 [[ 62  98  44]
  [ 93 133  71]
  [ 78 107  55]
  ...
  [110  81  60]
  [121 103  70]
  [107 106  57]]

 [[ 71 100  66]
  [ 88 130  62]
  [100 151  60]
  ...
  [114  85  60]
  [ 97 102  51]
  [ 96 116  52]]

 [[ 58  88  66]
  [ 87 129  59]
  [ 88 145  34]
  ...
  [104  92  53]
  [ 96 105  40]
  [ 97  82  37]]]",KE,2024/02/14,1807,34.8496997,-0.702729,972395201801801,12191,Kenya,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),Yes,Cultivated aquatic or regularly flooded areas,Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE060-5-1,"[[[136 192 251]
  [137 193 252]
  [138 194 253]
  ...
  [ 14  17  10]
  [ 10  14   9]
  [ 12  17  12]]

 [[137 193 252]
  [137 193 252]
  [138 194 253]
  ...
  [ 14  17   9]
  [ 12  16  10]
  [ 15  19  13]]

 [[138 194 253]
  [140 196 254]
  [139 195 253]
  ...
  [ 17  20  13]
  [ 17  20  13]
  [ 20  23  17]]

 ...

 [[ 50  22  14]
  [ 54  26  18]
  [ 53  25  18]
  ...
  [ 60  59  42]
  [ 50  42  29]
  [ 59  58  38]]

 [[ 48  21  16]
  [ 50  23  17]
  [ 51  25  18]
  ...
  [ 64  70  50]
  [ 42  33  19]
  [ 48  40  21]]

 [[ 48  22  20]
  [ 45  20  15]
  [ 49  24  18]
  ...
  [ 37  36  22]
  [ 34  26  12]
  [ 59  58  35]]]",KE,2024/02/14,1888,34.8469645,-0.6896636,972395200401501,12193,Kenya,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
KE052-3-1,"[[[168 213 234]
  [166 211 232]
  [164 209 230]
  ...
  [154 200 223]
  [157 202 225]
  [156 201 224]]

 [[167 212 233]
  [167 212 233]
  [167 212 233]
  ...
  [156 202 225]
  [157 202 225]
  [157 202 225]]

 [[166 211 232]
  [166 211 232]
  [167 212 233]
  ...
  [158 204 227]
  [158 203 226]
  [158 203 226]]

 ...

 [[105 126  93]
  [ 90 110  66]
  [ 93 125  59]
  ...
  [ 70  89  47]
  [ 71  95  42]
  [ 91 117  59]]

 [[114 140  99]
  [ 81 107  61]
  [ 81 115  47]
  ...
  [ 42  60  20]
  [ 40  63  15]
  [ 54  78  29]]

 [[ 52  76  35]
  [ 42  67  27]
  [ 53  83  26]
  ...
  [ 43  61  23]
  [ 46  69  25]
  [ 50  73  30]]]",KE,2024/02/15,1198,35.0860335,-0.1173269,958147000700201,12197,Kenya,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,"Other crops (e.g., rubber)",1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE051-2-1,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [189 254 253]
  [190 254 254]
  [193 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [189 254 254]
  [189 253 253]
  [192 254 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [189 253 253]
  [188 253 253]
  [191 253 254]]

 ...

 [[ 70  86  62]
  [ 60  75  46]
  [ 69  86  53]
  ...
  [ 38  33  24]
  [ 29  33  17]
  [ 49  62  41]]

 [[ 44  54  32]
  [ 46  55  31]
  [ 81  99  68]
  ...
  [ 27  26  20]
  [ 31  32  19]
  [ 23  29  15]]

 [[ 54  61  39]
  [ 54  58  39]
  [ 89 107  79]
  ...
  [ 39  35  24]
  [ 44  36  27]
  [ 28  25  16]]]",KE,2024/02/16,1239,34.3944559,-0.0413123,956361900201201,12202,Kenya,No,No,No,Abundant (40-80%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
KE062-3-1,"[[[ 46  48  61]
  [124 136 148]
  [129 151 155]
  ...
  [100 122 117]
  [ 92 113 106]
  [ 93 115 106]]

 [[ 42  46  54]
  [ 80  92  99]
  [ 69  89  90]
  ...
  [ 77 100  89]
  [ 75  97  89]
  [ 78 101  95]]

 [[ 28  35  36]
  [ 29  39  38]
  [  9  26  23]
  ...
  [ 89 110  95]
  [102 126 118]
  [ 89 112 110]]

 ...

 [[121 160 115]
  [126 171 116]
  [108 147  94]
  ...
  [134 132 114]
  [127 116 109]
  [ 71  46  47]]

 [[144 187 140]
  [110 157 103]
  [ 80 112  61]
  ...
  [160 175 141]
  [151 160 140]
  [ 74  60  53]]

 [[126 167 116]
  [106 150  98]
  [ 94 116  71]
  ...
  [109 126  87]
  [ 79  91  61]
  [ 88  78  59]]]",KE,2024/02/13,1493,34.6205037,-0.8289989,975511101900201,12186,Kenya,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,Yes,No,Yes,Rainfed ,No,No,No,No,No,No,No
KE062-4-1,"[[[ 27  30  24]
  [ 30  33  27]
  [ 32  34  28]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 33  37  27]
  [ 32  35  27]
  [ 30  32  29]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 36  39  26]
  [ 31  33  26]
  [ 26  28  25]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 24  31  16]
  [ 30  31  22]
  [ 35  36  23]
  ...
  [ 51  45  39]
  [ 68  61  55]
  [ 52  45  36]]

 [[ 30  39  23]
  [ 29  33  22]
  [ 27  34  19]
  ...
  [ 42  39  31]
  [ 46  39  30]
  [ 47  40  29]]

 [[ 31  38  23]
  [ 28  31  21]
  [ 24  32  17]
  ...
  [ 54  50  38]
  [ 53  47  33]
  [ 49  44  27]]]",KE,2024/02/13,1451,34.6228761,-0.818922,975511100800501,12187,Kenya,No,No,No,Very few (0-2%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
